547,Should be able to do better than that..   $6250 of incentives on the V-6 model.
548,Has Acura fixed the transmission issues on the TLX V-6 model?
549,Wow. What are the incentives on the 4-cylinder TLX?
550,Tks
551,Will do!
552,I am. He's got a couple of places in Freehold that I have been to. I test drove the RX350 and GLK350 at the Benz and Lexus dealers there within the past couple of weeks. Salesguy at the Lexus dealer was very very good.
553,That's sad.  There is a handsome looking black 750 iL that I saw last week pulling away from a stop light belching blue smoke out the exhaust.  It reminded me of my Vega years ago.
554,Q what years did you test drive  ? which did you like better
555,"Let me guess, an A8, an S8, and an R8?"
556,"Looks like they shuffled the line up inside but yes when you walk in you see these beautiful   A/S8, RS7's, TT, Q7's , SQ5's  scroll down on my pic of the dealership showroom floor. The  line has changed or this is when they 1st opened.  Last I was in there they has a red and silver TT side by side. Sharp and sharper."
557,This one is better  Ray Catena
558,And yes I lost 3yrs off my 2001 start date to. I might of had a different name thou?
559,"No, everyone (I think) got sent back to 2001 with the software switch."
560,Only if it comes with a fine bottle of Scotch
561,"2013 GLK, and I think 2010? Rx350. I was really disappointed in the Lexus. Although the interior was nice, it drove/felt like a much cheaper vehicle. GLK drove great but I just could not get comfortable in it."
562,I found the GLC to be a nice upgrade over the GLK comfort and interior wise.  I would be real happy with one of those.  Not that it will be in my budget for a long time.
563,"GLC is high on my wifes new ride list.  I priced a 2017 w leather, premium pck, Sport pck,, heads up display and upgrade  surround sound.  Pricey at 50k. The Selenite grey which we both like  was a $720  color option."
564,Actually I just looked at my spread sheet the  17 GLC  I priced was invoiced at 51k.
565,"The BMW you owned didn't have the N63 engine, this could be one reason for no issues."
566,But you can't build one on BMW website and the pricing guide has not been released.
567,"When we were looking for Rick next car, we drive a 2015 RX350, and was very disappointed in it, there was no refinement in that thing. There was no sound deadening, the ride was horrible, and the interior screamed Toyota. The NX we drove was far better but was too small."
568,"We went and looked at the new C coupe and while at the dealership looked at the GLC impressed with both, a big upgrade over the GLK. 50K seems to be the price for a well equipped SUV."
569,That's up to BMW NA; I'd think that the information will be released in the very near future- but I'm just guessing.
570,Well I'm just over 5K and I aint seen no stinkin' mug or tee shirt!
571,Contact
572,"I'm looking for accommodations in Manhattan, Aspen, Malibu.... Oh, and San Fran."
573,"I have accommodation in three of those, but I'm not sharing....but there's probably a couch for you in Santa Monica."
574,"Ha, see if I mail you any more Edmunds pens."
575,"I just stumbled on a great ELLPS - Volvo S60/V60 R-Design trim.  305 horses, very nice cabin, all goodies included, around 50 grand sticker.  Just drove one, nice steering feedback, better than first intallment on F3x 3-series (improved by now, but still),  nice suspension.  Drives as well as my 328, it is a bit faster, AWD.  Looks good, too.  Lots of value.  I may be really tempted to save some money versus 440 Grand Coupe, or even 430.  Volvo always has some good incentives, or I could also take Overseas Delivery, which doesn't have them, but you get two ticketsvticket on Premium Economy with SAS (4 grand value, I know for a fact),  full concierge experience in Goetynburgh and hotel stay.  That's more than BMW's ED."
576,It broke already.
577,"We looked at Volvo the XC60, at the time the tickets were only coach, I'm not sold on the supercharge and turbo charged engine. I like the S90 but they need more then a 4 cyl."
578,Here is a deal someone posted on Bimmerfest.
579,"Funny thing; one of our most successful client advisors is an attorney who retired from a large well-respected Louisville law firm. As you might expect, his client base is heavily populated with attorneys. I delivered a 440i convertible to one of his clients who had bought himself the car for a retirement present; he had been a top notch criminal defense attorney and as we walked out to the car he asked, ""Are you as glad to be out of the legal field as much as I am?"""
580,"Was checking out Tesla's last week. What a sharp Car... In the last quarter, Tesla sold 9,156 examples of the Model S.  Mercedes sold  4,921 S-Classes, and the BMW 7 Series came in third with 3,634 units sold. That puts Tesla's share of the segment, which includes 12 different vehicles, at 32 percent. It's by and large the king of this segment, helped by a 59 percent year-over-year improvement.  The Tesla S is a beautiful vehicle very classy and luxurious. Shame its range is useless in my world."
581,and this..
582,All  good facts and  info . Another thing I forgot to mention was Tesla sells on 2 Lux cars.
583,Curious if you know if the Genesis/Cadenza's are made in the USA like the Optima.  Usually manufacturer's make their flagship where quality matters more than lowest bidder.
584,I know Hyundai has a plant in Montgomery but I'm guessing the Genesis is being made in South Korea.  Just a guess thou. I know there were talks to assembly here last year don't know much more .
585,"What's the first letter and/or number on the VIN for your Genesis; that'll tell us the answer, at least in 2013."
586,Its K..............assuming that means Korea???????
587,"Yeah, see, they don't trust us filthy Americans with their best stuff."
588,andres3
589,"I like Harmon other wise known as HK.  Don't think they should drop the Kardon part.   My previous receiver which I still have is an HK.  I'm keeping it because they don't make receivers like the two I own anymore.  When the Denon konks out I'll switch back to the HK.  Heck, I might switch out yearly just for the fun of it."
590,"I highly doubt the 530i will start at 60K, that is almost 10K more than the 2016 528i, and over 5K more then a 2017 E350. Since pricing hasn't been released I'm thinking base price for a 530i will be close to 53-55K. The standard equipment list for the 530i is impressive."
591,Here are some interesting articles.
592,I'd buy the G80 over the G90 (Old Equus model ) Its a better buy for the money.
593,"We had a first Gen Genesee and liked it, and with the improvements of the new gen I can see sales being taken away from Lexus and MB."
594,The G90 reviews on Edmunds  (old Euuis )  are not as good as the G80.
595,"The 550i is nice enough, I just find the F10 too soft for my tastes. I think I'd rather have an M Sport X5 xDrive50i. I still think that the 340i is the sweet spot- for BMW sedans at any rate."
596,"I was under the impression that all Dealers were getting 2 G30's as demo now, I like the concept of the 550i but that engine just has too many issue for me to spend 80K and have it break down like they have."
597,I just confirmed the info with my NCM; our center isn't expected to see a G30 until late January.
598,The 550i with the n63TU engine has known issues stay away from them even though the N63Tu is the updated version of the N63 engine it still has problems. Its a great car but the engine has known issues.
599,When can people start to order the G30?
600,I like the color combo on this X5 / m
601,YOU want info on the N63 engine issues
602,"I can honestly say I  had a good run with  limited problems with my 2 older bought new Bmw  750's ( 95, 2000 )  and now on my 3rd X-5 ( 08,12,16)"
603,I will find out and post it.
604,Wow you really dodged a bullet on the 7 Series....good for you!
605,The G30 5er can be ordered immediately. Our earliest build date is week 51.
606,"I rode in an uber early Thursday morning on my way to the airport.  The car was a black Hyundai Genesis, an older model but I couldn't tell how old but what impressed me was it had 139k miles on it and was smooth and quiet as a new car.  I was impressed with the ride given the amount of miles."
607,I bet if you guys stop  going threw cars like I do underwear you can buy a 60k  vehicle.
608,"Well, can, and would, are not the same thing."
609,"Hey, I resemble that remark!"
610,Here is a short review of the 2017 MB E300.. 70K for this car...
611,Looks like that link is funky....try this one
612,"Not too sure what happened, but here is the link from the current test drive of the online C&D."
613,So what has happened to everybody?
614,"Might sound dumb, but what are MSD'S? Have no clue what these are since we've never leased. Please educate me on these."
615,Multiple security deposits
616,"MSD's mean Multi Security Deposits, we are taught that when leasing one should never put any money down. However, with MSD, you are basically buying down the money factor (APR) of the lease, which means lowerimg your monthly payment. At the end of your lease you will get your MSD's back or if you want and lease another BMW you can roll the MSD's into your new lease. The added saving for a typical 3 yr lease is about $1900."
617,And the benefits to the leasing company are what exactly?....that you get someone to lease who might not have?  Or get them into a more expensive lease rather than the one they first chose prior to the MSD bait?
618,"The benefit isn't to the leasing company, and those who understand leasing and can negotiate well, can get a better deal with the MSD, then without."
619,"So who does it benefit, is what I'm asking?  Why create a system that makes less profit?"
620,The leasing company gets the use of the MSD funds for the duration of the lease. Add it up and you can make a decent amount of money if you invest it right.
621,"Ah, so they get the ""float"".   I suppose if their money rate is 2.5%, then they can beat that by investing your money elsewhere."
622,"Like in every transaction, both sides get a benefit, or they at least think they do, since it's voluntary.   Here, the lesee exchanges cash for lower cost of borrowing (money factor, by extension lower payment).  In some way, it's similar to points on mortgage, but temporary, not permanent."
623,It's kind of like collateral.  Less risk for lender equals a liitle lower rate in addition to use of funds.
624,"If I max out the MSDs I can get a 24 month/10,000 miles per year lease on a 2016 i3 REX for less than $90 per month with no money down."
625,"Yeah, I figured you could score an amazing lease deal as an employee. That's a $50k car, right?"
626,Yep; I could also get a 2016 M3 lease on the same terms for about $600/month.
627,So what qualifications does one need to be a genius at a BMW store?
628,"You must be a judge, or at least, a lawyer."
629,Some programs are anomalies and counter-intuitive.
630,What do the max MSDs total out as?
631,It's the monthly payment rounded up to the next $50 increment times 7.
632,"So, couple thousand?"
633,"I leased a 2011 Z4 service loaner for $335/mo, all in.   Seven MSDs were $2450.  Save $46/mo. on a 24 month lease.  (insanely cheap lease... original MSRP of $55K)"
634,"If the lease payment is $350, then $2450 total."
635,"On Bimmerfest I'm seeing people posting leases on a i3REX for $189/m That is with max MSD's and min down (tax, Doc, 1st pmt)"
636,"Exactly. The problem is, not all manufacturers offer MSD for leases. A quick summary - and I'll let"
637,Infiniti:   9 MSDs at .00010 each (.00090 total)
638,You would be foolish to lease one of these brands and not take full advantage of the savings. Depending on the MB  dealer most are supported  who  offer MSD.
639,"Dino it is being judgmental, but many people would agree with you, on BF some 23 yr old out of college wanting to lease a new 340i, his payments are $600/m cough.... Should he have gotten that car, no, but no one was going to stop him, and BMWFS sure wasn't.."
640,"MB has MSD, but they aren't offered in all states, just like Audi as well as BMW."
641,"This is true, however, there are people who don't have 4K sitting around in a bank."
642,What is the average monthly car payment nationwide?  For both leases and buyers?  I bet it wouldn't take a year of saving car payments to save up that $4K for most people.
643,"According to Edmunds.com, the average monthly payment on a new vehicle is $479. IF one wanted to make money on about 4K, one would use MSD's and save $50/m which is about 1900 on a three year lease. I can tell you one could get a nice 528i for $480/m with the currently RV that BMWFS is giving..."
644,"Right is right, that's why I wrote ""too judgmental"".  Anyway, one can do whatever they want, but I can also voice my opinion about the action.  I just don't want to hear their complaints about Bush, Obama, bankers, Wall Street, or global warming next time their life and income prospects turn less then anticipated."
645,"I remember that Forbes, some time ago, did a survey asking American families if they would go into crisis if one month's salary failed to arrive. The response was very unsettling."
646,Probably just as bad today if not worse.
647,2017 Alfa Romeo Giulia
648,Maybe that's Cadillac's intent....to cut away more marginal dealers who can't/won't offer a higher level of customer service.
649,Auto dealers have a huge of influence at the state and Federal level. For better or worse it makes it difficult for automakers to bring their dealers to heel.
650,"I have always maintained Cadillac's dealer network is waaaay too big and does not fit a premium image they want to project.  In small and midsize towns, local Chevy or Buick dealer also got a Caddy franchise, so they could sell them to small local business people and their families - model that worked in 70s, when German competition was small and super-exquisite (Benz only sold what today would have been loaded E-class or up, at price point equivalent to today's S-Class) and Japanese brands were literally non-existent."
651,"My BMW dealer is setting up a satellite location to sell and service CPO cars- although service for other BMWs will still be offered there, the focus will be on CPO cars."
652,"The issue is, a non-related entity could also offer authorized service, at least in theory.  Service does not have to be tied to sales.  In this case, a Buick dealer could offer Cadillac service in small town.  Or even it could be an completely independent provider, as long as the certification process is transparent and demanding enough.   Unless there are some franchise laws, preventing such decoupling.  Looking what kind of BS Tesla faced in some states, you never know."
653,"A reporter would like to talk with drivers who frequently have to deal with wind throb -- i.e. the sound that occurs when you have a rear window down and the front window up. If you'd like to share your experience, please reach out to pr@edmunds.com by no later than August 8, 2016."
654,"So here is the first car from Hyundai new product line Genesis, impressive, but I think they have missed the mark on a few things, some of the switch gear looks like it came from an accent.."
655,quite a large boat.  Definitely won't be on my shopping list.
656,"And, with a starting price north of $60K, probably out of your budget, too."
657,"well yeah, unless they want to lease me one for $300/mo. S&D, just to get some on the road."
658,I can't see why they would turn that deal down!
659,"I'm guessing they will depreciate heavily, so if you want one, just hang out a few years."
660,"well, I do like to think of myself as a trend setter.  So maybe if I offer to put a decal on it, and talk it up here?"
661,My neighbor just bought a loaded  2016 V-6 Genesis .   The new electronic 3 mode  suspension  is Eon's  better than my  13 R-Spec Genesis. She is coming out of a 2012 E350. She loves the Genesis . I have 15k on mine and really enjoy this   429 h/p  RWD model. Hyundai's 17 speaker 7.1 surround sound Lexicon system is special. Maybe  a tab below the Levinson or  Acura's  ELS system.  .  I would consider buying a left over 2017 or CPO at the end of 2017. I would go for the V-6  that's plenty fast for me these days
662,What does a well-used Phateon go for these days? Lol.
663,"my budget, your budget, &"
664,True enough.
665,I like the lines on this S90 looks sharp. love the blue  color.  I'm not a fan of any 4cyl / turbo  in a car this heavy. I'd like to put this S90 up against the 17 Hyundai Genesis. I'd think in the looks dept. Volvo has the Genesis beat.
666,There's something familiar about that styling>
667,"So stopped by the MB dealer and looked at the GLC and the new C Class coupe, liked the GLC a big improvement over the GLK it replaced.. Now the car that really blew me away was the new C- coupe looks like a mini S coupe MB had a home run with this car, didn't drive it, just wanted to look at it."
668,my son drove a C class coupe friday.  I rode in the back (won't do that again).  He was in lust with it.  Impressive car if yuo want a 2 door.
669,"Drove up Palomar mountain hauling donkey butt today.  At the top met a nice young couple in a '03 Honda S2000 with 95,000 miles that he said he got a couple thousand miles ago for 10 grand.  Last of the 9K redline units he said.  Bumble bee yellow with black interior, top down.  He said it was only 2,500 pounds and was riding on 255/??R17 Enkei lightweight wheels on extreme summer tires.  Also saw a Ferrari club arrive just after I did going up the other direction that I chose.  Included a McClaren and Maserati in the group."
670,"I miss Palomar, I always liked the east side best, always had breakfast at Mothers at the top."
671,"Drove a previous generation MB GLK, 2015, today at work. Loved the way it drove though not a big fan of driving a box around. Great engine with shift points that were so unobtrusive, I had to look at the tach a few times to make sure the car was indeed changing gears...totally seemless and quiet, was a real pleasure to drive and would be very happy to have a CPO model as my daily driver. Sure the mpg's are in the toilet but one doesn't purchase any luxury vehicle like this to get econocar gas mileage. Just like the maintenance, one just knows going in that driving these type of vehicles will cost more but it definitely is worth it for anyone who loves the automobile!"
672,So Car and Driver have a couple of interesting short take test drive
673,So it appears BMW will be bring over a 4 door 2 series for MY2018 I guess they think that segment will grow
674,"In the unlikely event anyone here would consider an Acura TLX as their entry-level luxury car, right now Edmunds is offering an exclusive $1500 incentive on that car. Once that's applied, I think someone could get a base 2016 TLX for close to the price of an Accord EXL, c. 26k. I considered this option, but ultimately decided the Accord EX was good enough for me, and it can be had for c. 3k less. Anyway, below, I think, is a link for the TLX incentive..."
675,I am considering it. In 15 months. Not sure it will last that long.
676,"BMW currently has some insane residual value on leases of 2016 5 series. 67% on 10K/36 month lease, 66% on a 12K/36 and 65% on 15K/36 month,"
677,"And if you use MSD to buy down the MF, you can end up with a pretty amazing lease payment."
678,"In a bit over two months I'll have 90 days in, so I'm hoping BMW FS still has some attractive leases on something I find interesting..."
679,"Re: the TLX, I had a 2005 TL that I sold recently at 156K miles. The TLX is the newer incarnation of that car, and with the somewhat improved appearance, I'm wondering why it seems the TLX doesn't sell anything like the '04-10-ish one did. I know it got ugly with the beak but it seems that it is at least decent looking now."
680,"I think there are multiple things going on when it comes to the weak sales of the TLX. Like you, I think it has good styling, but probably for some it still seems to be a bit bland."
681,"I think that's it.   They thought they could cover both the TL and the TSX market with one car, two different engines, but it's not working."
682,"Agreed.  Plus, the Accord has now started knipping at the heals of the TLX.  Acura's cars in their most recent iterations have been hit and miss.  ILX, TLX, RLX (especially the RLX) have missed their respective marks, badly."
683,"Yeah, but doesn't MSD sort of contradict why you lease in the first place?"
684,"Sort of... but, you get the money back at lease end.   It's too good of a deal to pass up, in most cases.  (even if the purpose of a lease is to not tie up a wad of cash)."
685,"Not really.  Since it's a deposit, you get the money back.  Since it lowers the MF, it can be seen as earning interest on the money.  So if you take 7xSD, lowering MF on the entire lease amount, you essentially leveraged say 3 grand to reduce interest on say 30-40 grand (average capital cost between purchase and disposition).  Translate that money back and you won't get anywhere near interest in a bank, if you keep the money.  MSD is nothing like putting money down (cap cost reduction).  Not even close.  Don't put money down on lease, but MSD - good deal, IMHO."
686,3 whole years with the same car? Perish the thought.
687,I like seeing old reviews by MotorWeek.  Found this one last night.  Seems as if Acura's current perceived value issues have deep roots.....
688,"Well, the '04+ TL was many great things:"
689,"Yes, this is a great way to lower payments, however, more people don't have an extra 4K sitting around."
690,"You get the MSD back at the end of your lease, PLUS save about $50/m on your lease, so that averages out about $1900 on a 3 yr lease. So it's a win/win for you and BMW gets to use the MSD for 3 yrs. You are buying down the money factor of your lease, this where is where you get the saving from."
691,If I remember correctly. Buying 1 MSD point  down  up to  Seven is .000007 going to 000049 on the MF. The only Cons I see is coming up with the extra cash. If your car is totaled or stolen that money is still secure. If you flip your vehicle before lease is up who ever assumes it has to pay you your MSD money. Where can you make 1500 to 2000 dollars profit on that initial upfront  investment in 3 yrs??  Its a good deal
692,"That's correct on a BMW, just take one zero out of each number.    .00007 and .00049"
693,"Well, not to sound too ""judgmental"", but I truly think somebody who can't come up with 4 grand, has no business shopping a 50 grand vehicle. This is to me something of category of complaining about premium gas on a luxury car.  But that's probably just my weird math sense."
694,"When it comes to transmissions the Premium A4 get's the CVT, if you move up to the Premium Plus and Prestige they get the DSG. I just wish Audi would move to a RWD platform."
695,"not according to their site.  Looks like DSG on the premium too, FWD or AWD."
696,"I'm going out on a limb and saw that that isn't correct, every 2017 A4 that North Scottsdale Audi has, has a CVT transmission, the salesmen said that the Premium gets the CVT and the DSG on the other models."
697,"A lot of people aren't happy that the MT is on it's way out, but the current crop of DSG and Auto transmissions really make it hard for people not to agree, I love the 8 spd in our BMW's"
698,"DSG might not have the smoothest of shifting characteristics, particularly at low or stopping speed, but when you can bang out consistent 4-1/2 second OR LESS 0-60 sprints in part due to the brilliant ""launch control"" features of the DSG, how can one honestly complain?"
699,I'm coming around to the opinion that a manual tends to be more entertaining when the car actually
700,"Just poking around, I am noticing a few brand new 2015 leftover S4s still sitting on dealer lots.  What gives?  Is there no lease support, so the 2016s (which you can lease) are moving off the lots?"
701,"RR even in the M3 and M4 the DSG are wonderful, just as you said you can go from Cruise mode to toy mode with a push of a button. It's like having two cars in one. Some years back Rick had a Mini convertible as a rental it was the non turbo model, and that car could not get out of it's own way, a MT was needed in that car."
702,"Audi has dropped lease support on all 2015's, making them more expensive to lease than the 2016's."
703,"I just spent a few minutes building my own Audis on the Audi Website.  There hasn't been a vehicle out within reason in quite a few years that I actually cared enough to look, so hats off to Audi.  They caught my discerning eye."
704,I saw a gorgeous WHITE S3 tonight!
705,There's a white S3 parked outside our office building these days - I agree it's very sharp with the contrasting black panoramic sunroof.
706,"So Friday my local BMW dealer had a driving event, Drive for the Cause, it was held on friday and of course no one was there for it at 11am, so Rick and I had all the cars to ourselves. They had 650i GC, 550i sedan, 4289GC, X1,X3, X5 40e (plug in) they also  has a 340i sedan that was a rolling catalog for the M Sport performance parts. I drove only 4 of them, the 650, 550, X5 and X1. First time driving the 650iGC and I loved it, It handled well, was roomy and it didn't look like a typical sedan, it was fully load, M Sport, Executive package, B&O radio and a couple of other options (don't remember what they were) but the TT V8 is a monster, and I would get tickets in it, the 550 was equipped pretty much the same way and I wasn't that happy with it felt bigger and disconnected but then again the TTV8! The X5 40e was a complete surprise it was comfortable to drive, you have a very commanding view of the road, the power train was great never did I feel being between pure elec and gas engine, the 2L gas engine was peppy enough to move the big X5 without much problem, very refined.. The X1 was a big disappointment but after thinking about it for a couple of day, there was no way the X1 was going to impress me or Rick after driving the other 3 cars, the X1 feels like a much lower price car, lots of road noise and tire noise, the ride was bouncey and never felt planted. plus it was much smaller then I thought it was going to be."
707,"Couldn't imagine why the masses didn't show up to drive cars in 115 degree heat.  Oh wait, maybe I can."
708,I don't think it was the heat that caused more like it was on a Friday morning and some people might have to work..
709,Yes they do
710,"I walked a row at the BMW dealer today (some of their new cars).  Had to read the backs to figure out what was what.  So many looked not all that much different from each other. 2's at least were coupes.  But the 3, 4 GT, GCs, all blurred together."
711,"Interesting wasn't aware there was a 4GT, that would have stood out, but then again, 3 series is a sedan and a 4 series is a coupe, they all look alike I guess"
712,"There you go, the stars are trying to tell you to get a 6 series..."
713,maybe I mixed that up in the alphabet soup.  Might have been 4 GC and 3 GT.  they don't make it easy to keep straight.
714,"Lol!  I'd have to wait for you & Rick to buy a moderately priced 640i GC X-Drive (my wife prefers blue), and then buy it from you second hand for somewhere less than 50% of the car's original MSRP when you are done with it!"
715,"Yes the N63 (engine code) has had problems and it appears BMW has a fix, the truly sad part really is, Audi and MB both have TT V8 and don't have problems with theirs. I had thought about a 550 in the past but after researching the N63 issues and the factory fix, I'm not totally convinced they have it fixed. Here are a could of threads on Bimmerfest regarding the N63 engine problems."
716,"Stick, the same can be said about Audi, MB, Infiniti, Lexus if one really isn't into a brand then  yes all the cars even sedans and coupes look a like.."
717,"Forgot to answer this, I have 47K miles on El Cheapo and never had a mechanical issue with it, of that 39K or so is with the Stage 1."
718,"So here is a short write up on the new Volvo S90, very promising."
719,Their Series 5 BMW competitor really needed an upgrade like that. The older S80 had a horrendous depreciation rate.  Losing 58% of your car's value in 3 years isn't an encouragement to buy.
720,I do extended test drives all the time.
721,How about expanding on this then just say you do it...  What manufacture allows and what is an extended test drive to you?
722,"Ray Catena MB, Bmw, Audi, Maserati  in  NJ will let you take one of there pre assigned Audi's, MB or BMW, Maserati  for a good part of the day. Some of these cars , Suv's are upper management  Vehicles.  Not many  dealers will let you have a vehicle like this that long.  I have a long standing with Catena.  I call in  the morning  tell them what I want to drive and its never been a problem.  They treat there customers like gold."
723,Is a day really an extended test drive?  But its nice to know that there is a dealership willing to give customers a car like this
724,I was just making a joke regarding my habit of buying and trading cars more often than I should.
725,I was just making a joke regarding my habit of buying and trading cars more often than I should.
726,Even an hour drive can tell you way more than 5 minutes around the block
727,"Last time we shopped multiple makes/dealers, we had plenty of them offer to give us the car overnight.    Actually took one of them up on it, as my wife hates going to car dealers, and the car was for her."
728,"If you’re contemplating a fairly mainstream vehicle, you can often rent one from Hertz or Enterprise.  Toyota Camry, Chevy Impala, Chrysler Town and Country, no problem.  If you’re looking at a Jaguar or Land Rover, well, a lot harder."
729,"Interesting take!  At the end of the day, if the enthusiast really wants one of these cars, it's still going to knock on the door of high $40s or low $50s to get one to perform the way we'd expect."
730,"Some dumb entries in there, IMHO. First, how do you have 2 different ""entry-level"" BMWs. Entry level is 1 level only. If they were close on price, I suppose I could see the argument, but the 4 GC is $8k more for starters. My other problem is the inclusion of a VW. Audi takes their luxo sales slot."
731,Well you know the argument...the highest trim level of the lower price brand approximates the stripper model of the next higher level brand.
732,"I'm sure it is a nice car and all, but if you gotta go to the top of the brand's offerings, then you completely leave out the ""entry level"" part of the equation."
733,Well you know car mags are always stretching definitions so that they can concoct yet another story for yet another issue.
734,Like the edmunds 340i with a multitude of options that make it a $60K 3 series?
735,"A reporter is looking to speak with someone over the age of 50 who recently purchased a new vehicle within the last six months. If you're willing to assist, please reach out to pr@edmunds.com by June 2, 2016."
736,Like the edmunds 340i with a multitude of options that make it a $60K 3 series?
737,"I'm assuming the ""Get Off My Lawn"" package includes the Helen Keller features, plus others too numerous to mention."
738,GOML Package
739,"Car and Driver just tested a 2017 S3, I haven't had time to read the article but I thought I would post it, I'm going to look at 2017 Audi A4 tomorrow."
740,Has anyone heard from markincincinati?  I think his last post was in February.
741,"Good question.  He cut way back a few years ago, possibly due to having to spend much more time on his business, but I don't remember him being gone this long before."
742,FN...would be interested in your take on the new A4.
743,Looks like Audi is on the right track.  Make a great car.  Slowly make improvements based on customer/media feedback as the model progresses.
744,"So the test drive went well, just a little FYI, it was 110 today here in Sunny PHX..."
745,Looks like Audi is on the right track.  Make a great car.  Slowly make improvements based on customer/media feedback as the model progresses.
746,"I thought the A4 was using the normal AT, not the dual clutch box?  Which is fine by me for one of these!"
747,"I think the '17 A4 has simply gone standard dual clutch auto, at least in Quattro form, but I haven't seen one in person very closely yet, nor driven one."
748,"looks like you are correct.  Must be confusing it with the old style, but looks like the A4 is DSG, though the site just mentions base FWD, I'm sure it is the same with Quattro."
749,"Oh goodie, Audi got added to the previously only High-end list."
750,Someone posted this on the Caddy board I frequent. It is a really good interview. He is an impressive individual with all the right answers.
751,"A lot of noise was made on the boards here when Acura replaced everybody's beloved TL with ""the beak"" with the 2009 redesign.  It was too much and way to aggressive.  The 2012 facelift was subsequently criticized for being too conservative.  I happen to be in the minority.  I like the old TL Type S which is still a great looking car close to 10 years out of production.  I like the 2009 - 2011 SH AWD models because of their aggressive looking rear end with tail pipes sticking out the back & squared off 5 Spoke Wheels.  I also dig the look of the 2012 - 2014 SH AWD models.  Many people also don't like the sea of black, white, silver, & grey ELLPS out there.  Check out what I saw on the way home yesterday."
752,"I saw a previous generation yesterday. (2004-2008?), TL-S model.     Was thinking about how nice that body style holds up.."
753,That TL is a total respray.  That's not a color Acura offers in the TL.
754,I know it the car was repainted & that's not a stock Acura color.  I just thought it stands out.
755,"I am still fond of the TLX, and it is on the list for next year.  But would get a 4 cyl DCT"
756,"After dad gave me his clean 95 Cutlass Ciera because he could no longer drive, I drove it for about 2 years and sold my 01 Aurora 4.0.  When the Ciera needed expensive a/c repair, I cut bait, and it was a great excuse to get another car.  I bought a very clean 03 Acura TL with 20k, silver, black interior.  This was in 05.  For some reason, the TL just hit me as being blah, nothing special, though the V6 felt and sounded great.   I guess I should have bought the TL-S instead.  Enter black 06 Passat 2.0t---a fun and nice driving car.  Like stickguy, I have my eye on a TLX w/tech as a possible future purchase."
757,"I received a phone call from Scottsdale Jaguar, they have the new XE in, will be stopping by today to look at them, they have 5, 4 base and 1 premium. I'll have to look at the F-Pace too."
758,"I received a letter from my Jag dealer.  They want to buy back my '13 XF for 20% over ""book value*.""  They're desperate for used cars.  And, they'd be glad to get me into a new set of wheels.  For 20% over MSRP, of course!"
759,"I like those too - test drove one a while back and was impressed with the package overall.  In my area, the dealers have some low mileage 4 cyl tech models (loaners probably) for right at $30k or a bit under.  As I like to say, lot of car for the money."
760,"Perhaps I'm the only one, but I like how Acura has gone back to its tagline from the 1990s: ""Precision Crafted Performance."""
761,a big discount on a 4 cyl tech would give me all I need.
762,"I like those too - test drove one a while back and was impressed with the package overall.  In my area, the dealers have some low mileage 4 cyl tech models (loaners probably) for right at $30k or a bit under.  As I like to say, lot of car for the money."
763,I'm tempted to look at an accord hybrid.
764,Boo!
765,Better overall than a V6 model.
766,Boo!
767,Have you driven a 6-cylinder Accord lately?  I wonder if that would be the way to go for what would probably be less than the 4-banger Acura.  Always liked Honda/Acura's V6's.
768,Boo!
769,"So went to the Jaguar Dealer, I was much more impressed with the F-Pace then I was with the XE. The XE still has a tight rear legroom then my F30 or Ricks F34. But the F-Pace is nice, the one on the showroom did not have real leather, but their fake leather and was impressed with how it felt, very rich feel to it. The 340 hp V6 was nice, pulled strong. The F-Pace is the same size as BMW's X5 and it under cut the X5 by 7K. This was the first time I had a chance to really look at Jaguar up close and the salesman was not pushy at all. The F pace comes in Diesel and Gas, beginning of June they get their first diesel F Pace, I can't wait to drive it. Regarding the XE for a base model, at 34K you get more standard equipment then the 328, A4 and C300, the fit and finish was perfect on the two XE's that I looked it. I hope this is a good sign for Jaguar."
770,"the F pace is that big?  I thought it was based on the XE, so more along the size of an X3?"
771,"I thought they drove nice, and were pretty quick.  Or so I have heard."
772,"That is what I thought, but the salesperson explained the ""F"" in Pace. The F-pace is based off the XF there will be a E-Pace within the next year. Also something interesting, Look for Jaguar to set up a bank i.e Jaguar Financial Services soon, like like what BMW and MB has done. He explained that they currently use Chase Bank, so lease rates should come down as well as top tier rates for people who have a credit score above 675, this is the cut off for BMW top tier rate."
773,Just hears a quote that pertains to everyone here....
774,""" I hope this is a good sign for Jaguar."""
775,"One of my good friends has the TLX V6 Advanced Package, it's not AWD but it does have the 9 speed transmission.  He loves the car except for the transmission, I've driven it on several occasions and the shifts from 1-2 and 2-3 are really harsh."
776,"Sometimes, when you encounter something like that, you get used to it and don't even really notice it after a while."
777,What manufacture allows extensive test drives these and what do you consider extensive anyhow?
778,"They aren't all that far off. My caddy has quite generous coverage, actually. 4/50k B-2-B, 6/70k powertrain, and 4/50k included service."
779,Volvo has free service for that long at least I believe.  or close to it.  VW offers 1 year (used to be 3).  Or maybe it is 2 now?  They kept changing it.
780,"I get a Caddy loaner whenever I went in for service.  Tired to coax them out of a ATS-V they had sitting there as a loaner once, but they said they couldn't."
781,Interesting Article:
782,This is volvo's:
